iter	MAE	RMSE
998	2015.905303	2857.870801
999	2015.755654	2857.596233
1000	2015.135283	2856.367152
1001	2014.322146	2855.0057
1002	2013.757269	2854.36535
1003	2012.708079	2853.322636
1004	2012.353662	2852.573341
1005	2011.987682	2851.994463
1006	2011.572264	2851.363077
1007	2011.320176	2850.933877
1008	2010.942201	2850.391861
1009	2010.70663	2849.947835
1010	2010.471639	2849.680989
1011	2010.118065	2849.220484
1012	2009.582338	2848.4944
1013	2009.146308	2847.801429
1014	2008.525826	2847.036594
1015	2007.426473	2845.063158
1016	2006.81833	2844.335776
1017	2006.481918	2843.793521
1018	2006.347667	2843.522904
1019	2006.041558	2842.961336
1020	2005.840326	2842.684532
1021	2005.7161	2842.433781
1022	2005.691919	2842.339596
1023	2005.296176	2841.954567
1024	2004.787953	2841.348304
1025	2004.491265	2840.845045
1026	2004.041324	2839.785944
1027	2003.538471	2839.128302
1028	2003.291188	2838.780821
1029	2002.746557	2838.115125
1030	2002.037565	2837.112246
1031	2000.931182	2835.730599
1032	1999.992812	2834.845715
1033	1999.790257	2834.595614
1034	1999.24849	2833.809615
1035	1998.332479	2832.299233
1036	1998.035508	2831.87988
1037	1997.515512	2830.882671
1038	1997.136803	2830.437158
1039	1996.9244	2830.182045
1040	1996.80182	2829.977851
1041	1996.102363	2829.122595
1042	1995.722266	2828.541717
1043	1994.974068	2827.509721
1044	1994.391207	2826.787784
1045	1994.232254	2826.388428
1046	1994.165339	2826.131505
1047	1993.690531	2825.47444
1048	1992.93204	2824.306908
1049	1992.664845	2823.830896
1050	1992.547853	2823.578004
1051	1992.390011	2823.343799
1052	1991.939165	2822.642068
1053	1991.465807	2822.093728
1054	1991.339677	2821.786957
1055	1991.001921	2821.351892
1056	1990.87943	2821.092381
1057	1989.637976	2819.088827
1058	1988.970739	2818.236403
1059	1988.641036	2817.566089
1060	1988.599006	2817.449237
1061	1988.156979	2816.965732
1062	1988.047048	2816.712772
1063	1987.363797	2816.010715
1064	1986.851005	2815.258521
1065	1986.144823	2814.379302
1066	1985.452196	2813.351541
1067	1985.121199	2812.63371
1068	1984.339222	2811.788265
1069	1984.019776	2811.127558
1070	1983.635016	2810.566072
1071	1982.875234	2809.766324
1072	1982.204755	2808.909606
1073	1981.919333	2808.504342
1074	1981.05907	2807.424776
1075	1981.020383	2807.341165
1076	1980.85415	2807.026119
1077	1980.325565	2806.252188
1078	1979.911261	2805.667807
1079	1979.676514	2805.244429
1080	1979.570184	2805.027656
1081	1979.336021	2804.725324
1082	1978.468258	2803.72801
1083	1978.216137	2803.324123
1084	1977.915706	2802.842875
1085	1977.193893	2801.803883
1086	1976.784393	2801.129112
1087	1976.348569	2800.324586
1088	1976.103168	2800.048918
1089	1975.473885	2799.36
1090	1974.765096	2798.360476
1091	1974.153557	2797.742925
1092	1973.991688	2797.417603
1093	1973.684191	2796.844363
1094	1973.156141	2796.092588
1095	1973.035261	2795.83041
1096	1972.864144	2795.536954
1097	1972.375172	2794.771241
1098	1971.892069	2794.054793
1099	1971.336962	2793.418315
1100	1971.0182	2792.952152
1101	1970.582648	2792.428108
1102	1970.214909	2791.764892
1103	1969.804303	2791.318507
1104	1969.470303	2790.794446
1105	1968.852757	2789.612665
1106	1968.617572	2789.203169
1107	1967.863548	2788.110335
1108	1967.809967	2787.98172
1109	1967.732011	2787.76619
1110	1967.239797	2787.217599
1111	1966.968411	2786.818879
1112	1966.464236	2786.177925
1113	1966.233088	2785.931982
1114	1965.987878	2785.540293
1115	1965.450089	2784.700427
1116	1964.446502	2783.278178
1117	1963.809281	2782.47697
1118	1963.410475	2781.916103
1119	1963.052672	2781.425047
1120	1962.742639	2781.015849
1121	1962.3619	2780.336396
1122	1961.680178	2779.31887
1123	1961.115131	2778.431962
1124	1960.685998	2777.964106
1125	1960.331674	2777.444787
1126	1960.191207	2777.202948
1127	1959.740026	2776.533488
1128	1959.363076	2775.813446
1129	1958.846443	2775.225716
1130	1958.55712	2774.687848
1131	1958.287035	2774.011481
1132	1958.08562	2773.648071
1133	1957.344845	2772.676115
1134	1957.103712	2772.263641
1135	1956.895756	2771.914951
1136	1956.776747	2771.674247
1137	1956.637979	2771.299383
1138	1956.234219	2770.497226
1139	1956.007943	2770.069016
1140	1955.536183	2769.245439
1141	1954.931386	2768.383106
1142	1954.157595	2767.696929
1143	1953.889687	2767.152227
1144	1953.167596	2766.397038
1145	1952.935686	2765.999553
1146	1952.310549	2765.312536
1147	1951.840902	2764.675197
1148	1951.033707	2763.687885
1149	1950.833604	2763.464885
1150	1950.679759	2763.201476
1151	1950.424534	2762.866534
1152	1949.913462	2762.095247
1153	1949.76055	2761.741059
1154	1949.410433	2761.172985
1155	1949.161615	2760.783476
1156	1948.836981	2760.41541
1157	1948.503162	2759.820234
1158	1948.078976	2758.969053
1159	1947.790219	2758.583975
1160	1947.373331	2758.101764
1161	1946.954222	2757.558044
1162	1946.431181	2756.818226
1163	1946.354339	2756.62019
1164	1945.926341	2755.993048
1165	1945.875278	2755.863067
1166	1945.327051	2755.204367
1167	1944.836478	2754.616062
1168	1944.643902	2754.363081
1169	1944.600016	2754.256465
1170	1944.177317	2753.703664
1171	1943.699217	2752.933774
1172	1943.316063	2752.352971
1173	1942.812415	2751.467664
1174	1942.370284	2750.818514
1175	1942.209786	2750.529847
1176	1941.615008	2749.554235
1177	1941.552158	2749.347702
1178	1941.501619	2749.209819
1179	1940.736839	2748.083061
1180	1940.364127	2747.383709
1181	1940.32339	2747.312392
1182	1940.009271	2746.857863
1183	1939.622756	2746.286925
1184	1939.365247	2745.820161
1185	1938.860916	2745.147828
1186	1938.719098	2744.793566
1187	1938.37258	2744.460348
1188	1938.328012	2744.324633
1189	1938.225686	2744.080277
1190	1937.816637	2743.32785
1191	1937.192825	2742.142997
1192	1937.165272	2742.075505
1193	1936.48986	2741.121811
1194	1936.325104	2740.807475
1195	1936.139797	2740.56922
1196	1935.863896	2740.085305
1197	1935.603448	2739.611984
1198	1935.413956	2739.108114
1199	1935.183493	2738.869494
1200	1935.151077	2738.791807
1201	1934.973659	2738.538992
1202	1934.784944	2738.278092
1203	1934.202661	2737.394917
1204	1933.614889	2736.553389
1205	1932.943279	2735.616038
1206	1932.276734	2734.680918
1207	1931.924328	2734.140731
1208	1931.542342	2733.600424
1209	1931.290671	2733.2044
1210	1930.743866	2732.691694
1211	1930.073081	2731.755906
1212	1929.247939	2730.524067
1213	1929.079053	2730.224917
1214	1928.139857	2728.64269
1215	1927.030065	2727.044562
1216	1926.769522	2726.685929
1217	1926.524601	2726.300735
1218	1925.924521	2725.333195
1219	1925.666336	2724.949402
1220	1925.351651	2724.59806
1221	1925.050642	2724.116835
1222	1924.91977	2723.873987
1223	1924.290782	2723.292208
1224	1923.929663	2722.607276
1225	1923.227982	2721.283376
1226	1922.85245	2720.855736
1227	1922.312447	2719.925212
1228	1922.126279	2719.664099
1229	1922.013718	2719.463631
1230	1921.367732	2718.622924
1231	1921.230545	2718.402182
1232	1920.991735	2718.054266
1233	1920.833627	2717.658457
1234	1920.224174	2716.778004
1235	1920.02427	2716.36171
1236	1919.688588	2715.70059
1237	1919.417889	2715.19712
1238	1918.725675	2714.319618
1239	1918.269354	2713.792538
1240	1918.016462	2713.338021
1241	1917.132304	2711.802472
1242	1916.814615	2711.296936
1243	1915.99818	2710.342107
1244	1915.857888	2710.070559
1245	1915.352973	2709.514002
1246	1915.125099	2709.195914
1247	1914.509674	2708.497666
1248	1913.825174	2707.575207
1249	1913.43119	2707.073453
1250	1913.393689	2706.998143
1251	1913.015104	2706.391884
1252	1912.278886	2705.201124
1253	1911.866799	2704.586911
1254	1911.538519	2704.084556
1255	1911.269958	2703.755484
1256	1910.874068	2703.130182
1257	1910.296085	2702.339174
1258	1909.722579	2701.58938
1259	1909.352015	2701.089518
1260	1909.185666	2700.765424
1261	1908.621964	2699.992005
1262	1907.85753	2698.39398
1263	1907.687156	2698.141656
1264	1907.638091	2698.005771
1265	1907.471261	2697.76098
1266	1907.142093	2697.358016
1267	1906.574219	2696.73482
1268	1906.423753	2696.485191
1269	1906.116873	2696.023809
1270	1905.728167	2695.553878
1271	1905.515444	2695.320576
1272	1905.302223	2694.823823
1273	1904.539958	2693.441888
1274	1904.103117	2692.789499
1275	1903.635979	2691.995032
1276	1902.925822	2691.213126
1277	1902.272276	2690.468361
1278	1901.950433	2690.014472
1279	1901.693996	2689.484901
1280	1901.51827	2689.274198
1281	1901.132003	2688.733779
1282	1900.446579	2687.531158
1283	1900.259109	2687.225646
1284	1900.007964	2686.878036
1285	1899.899185	2686.673987
1286	1899.524212	2686.101709
1287	1898.569414	2684.461099
1288	1898.213959	2684.023521
1289	1898.139939	2683.841099
1290	1897.73257	2683.330567
1291	1897.54124	2682.885791
1292	1897.249553	2682.475181
1293	1896.591033	2681.569399
1294	1896.333923	2681.172761
1295	1896.032722	2680.794945
1296	1895.701072	2680.283566
1297	1895.329917	2679.846231
1298	1895.161154	2679.669129
1299	1894.947868	2679.376515
1300	1894.58348	2678.950535
1301	1894.500628	2678.81369
1302	1893.828305	2677.625786
1303	1893.327555	2676.92193
1304	1893.080766	2676.418028
1305	1892.519539	2675.285168
1306	1892.344469	2674.949237
1307	1892.084208	2674.46873
1308	1891.958817	2674.232557
1309	1891.402761	2673.487325
1310	1891.29508	2673.239941
1311	1891.247987	2673.100663
1312	1890.946889	2672.618272
1313	1890.660939	2672.222107
1314	1890.560152	2672.014183
1315	1890.147249	2671.332831
1316	1889.5768	2670.261739
1317	1889.334211	2669.972367
1318	1888.606146	2669.009094
1319	1888.40424	2668.524614
1320	1888.327636	2668.314972
1321	1888.06606	2667.978663
1322	1887.346462	2667.101375
1323	1886.946959	2666.405994
1324	1886.758996	2666.158753
1325	1886.549417	2665.747583
1326	1886.1914	2665.212477
1327	1886.103047	2664.990995
1328	1885.934594	2664.619499
1329	1885.649389	2664.213594
1330	1885.616803	2664.137132
1331	1885.004532	2663.380718
1332	1884.901009	2663.101788
1333	1884.728496	2662.82241
1334	1884.58724	2662.42559
1335	1883.896687	2661.583537
1336	1883.861529	2661.49161
1337	1883.642167	2661.186133
1338	1883.399022	2660.826296
1339	1883.225881	2660.50682
1340	1882.587058	2659.717647
1341	1882.193723	2659.179166
1342	1881.91417	2658.81841
1343	1881.672804	2658.491969
1344	1881.491909	2658.158824
1345	1881.310663	2657.728781
1346	1880.77303	2656.71838
1347	1880.426717	2656.343295
1348	1879.993143	2655.76731
1349	1879.430327	2655.158869
1350	1878.50209	2653.960873
1351	1878.29103	2653.646957
1352	1877.600295	2652.226304
1353	1877.435136	2651.874437
1354	1877.079055	2651.339242
1355	1876.636872	2650.865493
1356	1876.307481	2650.420667
1357	1876.071141	2650.105854
1358	1875.375452	2649.387355
1359	1875.166275	2649.119559
1360	1874.786696	2648.557501
1361	1874.680734	2648.27573
1362	1874.288712	2647.763059
1363	1873.903451	2647.179703
1364	1873.53233	2646.69379
1365	1873.459407	2646.514575
1366	1873.291704	2646.316853
1367	1872.822428	2645.786516
1368	1872.464591	2645.085923
1369	1872.071819	2644.38473
1370	1871.933341	2644.177751
1371	1871.404556	2643.393175
1372	1871.119631	2643.009433
1373	1870.640086	2642.396707
1374	1870.504246	2642.200351
1375	1870.028083	2641.520536
1376	1869.703123	2640.978817
1377	1869.248886	2640.500303
1378	1869.053033	2640.10577
1379	1868.72381	2639.683451
1380	1868.113737	2638.429782
1381	1867.9556	2638.235672
1382	1867.807866	2637.956412
1383	1867.447921	2637.201558
1384	1867.182949	2636.803083
1385	1867.11939	2636.663834
1386	1866.902456	2636.297517
1387	1866.654791	2635.9379
1388	1866.460391	2635.64319
1389	1866.21643	2635.268009
1390	1865.792384	2634.647411
1391	1865.477077	2634.198869
1392	1865.008005	2633.703501
1393	1864.96729	2633.623381
1394	1864.749064	2633.338336
1395	1864.27872	2632.695855
1396	1863.935711	2632.095184
1397	1863.741001	2631.7624
1398	1863.577129	2631.381014
1399	1863.039332	2630.509155
1400	1862.997518	2630.395601
1401	1862.906693	2630.159792
1402	1862.817623	2629.967555
1403	1862.189881	2628.831421
1404	1861.712152	2628.058084
1405	1861.393092	2627.588096
1406	1860.716017	2626.782579
1407	1860.590372	2626.544919
1408	1860.244221	2626.182032
1409	1860.045043	2625.754902
1410	1859.815236	2625.297933
1411	1859.601475	2624.982277
1412	1858.999565	2623.995281
1413	1858.64312	2623.571941
1414	1858.132675	2622.779638
1415	1857.558604	2622.055997
1416	1857.464625	2621.848109
1417	1856.97806	2621.300917
1418	1856.521161	2620.799862
1419	1856.111484	2620.215078
1420	1855.429002	2619.330103
1421	1855.118013	2618.86882
1422	1854.904721	2618.501077
1423	1854.49866	2617.879406
1424	1854.259796	2617.439418
1425	1854.026588	2617.095321
1426	1853.802717	2616.738585
1427	1853.647254	2616.471949
1428	1853.517578	2616.272761
1429	1852.964335	2615.177051
1430	1852.866351	2615.007104
1431	1852.51511	2614.523643
1432	1852.360356	2614.301628
1433	1852.246989	2614.039303
1434	1851.807876	2613.457756
1435	1851.702804	2613.21416
1436	1851.610893	2613.030369
1437	1851.324888	2612.59986
1438	1851.027822	2612.157371
1439	1850.810064	2611.786725
1440	1850.6403	2611.546116
1441	1850.280313	2610.786851
1442	1849.977062	2610.280518
1443	1849.820867	2610.051041
1444	1849.432813	2609.492055
1445	1849.270145	2609.189204
1446	1848.991519	2608.80171
1447	1848.7101	2608.413319
1448	1848.609294	2608.156778
1449	1848.464648	2607.969583
1450	1848.047892	2607.565706
1451	1847.203133	2606.528562
1452	1846.632561	2605.974605
1453	1846.527461	2605.765628
1454	1846.255649	2605.29328
1455	1845.841175	2604.702582
1456	1845.345643	2604.154301
1457	1844.973729	2603.710485
1458	1844.828234	2603.431673
1459	1844.342951	2602.792981
1460	1844.051745	2602.354443
1461	1843.997401	2602.248178
1462	1843.839414	2602.018364
1463	1843.459512	2601.615626
1464	1843.298206	2601.406203
1465	1842.910078	2600.838649
1466	1842.733892	2600.656154
1467	1842.343034	2600.165373
1468	1841.667714	2599.284409
1469	1841.534917	2599.031863
1470	1840.932838	2598.324619
1471	1840.54538	2597.632287
1472	1840.355154	2597.348504
1473	1840.251109	2597.191228
1474	1840.05269	2596.901173
1475	1839.939004	2596.684533
1476	1839.484992	2595.975492
1477	1839.404369	2595.795538
1478	1839.215044	2595.59575
1479	1838.686833	2594.838731
1480	1838.303922	2594.356087
1481	1837.973503	2593.770763
1482	1837.631667	2593.142281
1483	1837.112409	2592.468544
1484	1836.886491	2592.121985
1485	1836.717174	2591.839978
1486	1836.546074	2591.531098
1487	1836.269289	2591.04364
1488	1835.921521	2590.442383
1489	1835.769026	2590.174094
1490	1835.519153	2589.876801
1491	1835.111677	2589.472745
1492	1834.69448	2588.783411
1493	1834.197399	2588.171487
1494	1834.055109	2588.025794
1495	1833.706942	2587.583457
1496	1833.229166	2586.694679
1497	1832.938569	2586.173981
1498	1832.784031	2585.963555
1499	1832.503876	2585.615338
1500	1832.225374	2585.211817
1501	1832.049668	2584.878946
1502	1831.782766	2584.47067
1503	1831.317816	2583.843536
1504	1830.900503	2583.243318
1505	1830.683489	2582.877809
1506	1830.324848	2582.25649
1507	1830.26379	2582.109768
1508	1829.843904	2581.5005
1509	1829.324998	2580.904819
1510	1829.001419	2580.361956
1511	1828.445385	2579.759967
1512	1828.1696	2579.396157
1513	1828.133352	2579.328718
1514	1827.837445	2578.957766
1515	1827.59448	2578.440003
1516	1827.111787	2577.558792
1517	1826.777108	2577.123863
1518	1826.629845	2576.871194
1519	1826.503137	2576.648275
1520	1826.11206	2575.952068
1521	1825.786458	2575.524572
1522	1825.549311	2575.149566
1523	1825.051522	2574.371281
1524	1824.89166	2574.046287
1525	1824.614068	2573.638039
1526	1824.298153	2573.087
1527	1824.012483	2572.391009
1528	1823.805214	2572.009949
1529	1823.606756	2571.768887
1530	1823.479674	2571.532778
1531	1823.289586	2571.229792
1532	1822.857578	2570.565671
1533	1822.558014	2570.106922
1534	1822.29166	2569.686934
1535	1821.777743	2569.104772
1536	1821.717767	2568.944552
1537	1821.563386	2568.643281
1538	1821.19242	2568.19697
1539	1821.021908	2567.979055
1540	1820.888175	2567.670187
1541	1820.423866	2567.019439
1542	1820.230978	2566.828745
1543	1819.968757	2566.477662
1544	1819.635558	2566.061396
1545	1819.432327	2565.699191
1546	1819.082369	2565.269867
1547	1818.771654	2564.938548
1548	1818.566168	2564.561636
1549	1818.269361	2563.905573
1550	1817.773546	2563.175882
1551	1817.468589	2562.740726
1552	1817.325528	2562.582564
1553	1817.1245	2562.289611
1554	1816.889452	2561.875519
1555	1816.48212	2561.233924
1556	1816.366542	2560.996291
1557	1816.227895	2560.81598
1558	1815.588779	2559.921743
1559	1815.132523	2559.376879
1560	1815.101393	2559.294878
1561	1814.982711	2559.055199
1562	1814.790636	2558.769019
1563	1814.318076	2558.160468
1564	1813.960902	2557.684885
1565	1813.366256	2556.846671
1566	1812.758833	2555.862309
1567	1812.38218	2555.298893
1568	1812.207731	2555.020557
1569	1811.955119	2554.611712
1570	1811.828547	2554.365188
1571	1811.557214	2553.888219
1572	1811.10556	2552.934848
1573	1810.918077	2552.692053
1574	1810.821241	2552.511514
1575	1810.681882	2552.261843
1576	1810.500521	2551.96176
1577	1810.328125	2551.696472
1578	1809.587106	2550.883897
1579	1809.13612	2550.002931
1580	1808.868076	2549.428415
1581	1808.691453	2549.207471
1582	1808.417659	2548.812595
1583	1807.97571	2548.14677
1584	1807.525681	2547.575284
1585	1807.304261	2547.284965
1586	1807.044051	2546.799919
1587	1806.705866	2546.373864
1588	1806.494496	2545.93859
1589	1806.023502	2545.335108
1590	1805.907729	2545.208176
1591	1805.804632	2545.039609
1592	1805.523061	2544.503034
1593	1805.271018	2544.194332
1594	1804.787134	2543.487434
1595	1804.446891	2542.798358
1596	1804.289957	2542.44281
1597	1804.163716	2542.227282
1598	1804.107888	2542.07651
1599	1803.870887	2541.696007
1600	1803.751613	2541.530256
1601	1803.544796	2541.263215
1602	1803.415645	2541.061218
1603	1803.347815	2540.953712
1604	1802.950817	2540.107162
1605	1802.693129	2539.718445
1606	1802.32366	2539.212707
1607	1802.217869	2539.025779
1608	1801.679386	2538.293472
1609	1801.333035	2537.627938
1610	1801.108568	2537.289259
1611	1800.347263	2536.187903
1612	1800.034117	2535.734307
1613	1799.694609	2535.136527
1614	1799.279818	2534.633783
1615	1799.250429	2534.561465
1616	1799.064991	2534.260434
1617	1798.925275	2533.983598
1618	1798.370303	2533.240585
1619	1797.872079	2532.701751
1620	1797.832004	2532.606332
1621	1797.790672	2532.540376
1622	1797.201302	2531.722828
1623	1796.860308	2531.278293
1624	1796.62152	2530.962962
1625	1796.345193	2530.393197
1626	1796.211577	2530.201237
1627	1795.902216	2529.806921
1628	1795.638495	2529.438854
1629	1795.452293	2529.150158
1630	1795.228963	2528.761859
1631	1794.799448	2527.887696
1632	1794.534025	2527.495074
1633	1794.266954	2527.097923
1634	1794.162534	2526.950262
1635	1793.683495	2526.243708
1636	1793.500808	2526.073142
1637	1793.28531	2525.525112
1638	1792.884845	2524.874858
1639	1792.440312	2524.030869
1640	1792.236849	2523.57533
1641	1792.203441	2523.512778
1642	1791.933153	2523.103333
1643	1791.539112	2522.58736
1644	1791.249193	2522.091358
1645	1790.977327	2521.765573
1646	1790.739239	2521.345322
1647	1790.503561	2521.081247
1648	1790.199008	2520.644254
1649	1790.05847	2520.37894
1650	1789.581097	2519.778541
1651	1789.184088	2519.088646
1652	1788.8624	2518.765213
1653	1788.66647	2518.399119
1654	1788.262408	2517.908718
1655	1788.163564	2517.66608
1656	1788.033871	2517.416656
1657	1787.939651	2517.222917
1658	1787.5231	2516.221122
1659	1787.373357	2516.013097
1660	1787.269602	2515.796048
1661	1786.897609	2515.252333
1662	1786.823463	2515.047587
1663	1786.624647	2514.728554
1664	1786.589905	2514.649113
1665	1786.340073	2514.220219
1666	1785.653549	2513.45364
1667	1785.401754	2513.141755
1668	1785.25877	2512.871757
1669	1784.68876	2512.138604
1670	1784.463998	2511.828677
1671	1784.270702	2511.506883
1672	1784.024001	2511.169545
1673	1783.919294	2510.941896
1674	1783.752134	2510.661895
1675	1783.277697	2509.996986
1676	1783.077689	2509.691969
1677	1782.940312	2509.514559
1678	1782.522686	2509.039454
1679	1782.27124	2508.690675
1680	1782.104119	2508.45498
1681	1781.96529	2508.183093
1682	1781.668083	2507.661963
1683	1781.351824	2507.116726
1684	1781.099987	2506.719589
1685	1780.863013	2506.402419
1686	1780.628259	2506.060466
1687	1780.433635	2505.79928
1688	1780.413004	2505.744089
1689	1780.380959	2505.684535
1690	1780.217599	2505.397768
1691	1779.619268	2504.816547
1692	1779.477525	2504.687447
1693	1778.728211	2503.642217
1694	1778.54882	2503.349851
1695	1778.06523	2502.727011
1696	1777.707665	2502.216704
1697	1777.369525	2501.715234
1698	1777.105209	2501.300818
1699	1777.063654	2501.189492
1700	1776.923417	2500.965357
1701	1776.638351	2500.667357
1702	1776.488194	2500.429355
1703	1775.809292	2499.699259
1704	1775.573294	2499.337676
1705	1775.434315	2499.131391
1706	1775.133737	2498.664995
1707	1775.100775	2498.610102
1708	1775.039161	2498.511152
1709	1774.725991	2498.085699
1710	1774.454542	2497.725696
1711	1774.009303	2497.132544
1712	1773.89059	2496.93309
1713	1773.723163	2496.571477
1714	1773.609806	2496.333895
1715	1773.292725	2495.831815
1716	1772.88105	2495.298819
1717	1772.829979	2495.226019
1718	1772.496016	2494.901929
1719	1772.254715	2494.506905
1720	1771.898817	2493.78135
1721	1771.564713	2493.383262
1722	1771.41422	2493.152752
1723	1771.074118	2492.786036
1724	1770.799386	2492.348742
1725	1770.589735	2491.957573
1726	1770.339885	2491.590332
1727	1770.044707	2491.238576
1728	1769.671596	2490.894
1729	1769.574955	2490.775056
1730	1768.964478	2490.113901
1731	1768.827764	2489.89041
1732	1768.611376	2489.560748
1733	1768.449927	2489.292061
1734	1768.266441	2488.896713
1735	1768.093664	2488.690404
1736	1767.775868	2488.296032
1737	1767.236887	2487.492722
1738	1767.083345	2487.301238
1739	1766.982981	2487.198662
1740	1766.868974	2486.973256
1741	1766.742008	2486.782516
1742	1766.591276	2486.532624
1743	1766.400945	2486.248202
1744	1766.066554	2485.683412
1745	1765.716517	2485.174681
1746	1765.568001	2484.962961
1747	1765.238493	2484.531966
1748	1765.216257	2484.488091
1749	1764.964964	2484.157896
1750	1764.472628	2483.541596
1751	1764.286859	2483.25054
1752	1763.966376	2482.629689
1753	1763.879066	2482.455832
1754	1763.328847	2481.810878
1755	1762.914125	2481.349136
1756	1762.393945	2480.630054
1757	1762.19728	2480.347927
1758	1762.10517	2480.147928
1759	1761.890261	2479.814734
1760	1761.54594	2479.30207
1761	1761.159478	2478.765872
1762	1760.766218	2478.259655
1763	1760.713779	2478.107919
1764	1760.334168	2477.648465
1765	1760.186627	2477.369214
1766	1760.014538	2477.108317
1767	1759.883731	2476.873474
1768	1759.698897	2476.55471
1769	1759.597472	2476.411185
1770	1759.138496	2475.827975
1771	1758.419437	2474.782012
1772	1758.264793	2474.539791
1773	1758.168124	2474.300977
1774	1757.898751	2473.89102
1775	1757.873325	2473.843054
1776	1757.225517	2473.271413
1777	1757.088396	2473.118375
1778	1756.942626	2472.827879
1779	1756.630847	2472.404339
1780	1756.481978	2472.04662
1781	1756.264001	2471.744463
1782	1756.037024	2471.424273
1783	1755.849092	2471.101923
1784	1755.194271	2470.305048
1785	1755.122339	2470.183643
1786	1754.968551	2469.99678
1787	1754.712774	2469.548751
1788	1754.46742	2469.074831
1789	1754.069822	2468.427066
1790	1753.760275	2467.964155
1791	1753.431411	2467.552383
1792	1752.940224	2466.899996
1793	1752.651411	2466.533493
1794	1752.533431	2466.410019
1795	1752.291581	2466.072176
1796	1751.973121	2465.650697
1797	1751.640686	2465.161307
1798	1751.060511	2464.111504
1799	1750.680817	2463.48945
1800	1750.363632	2463.134348
1801	1750.277363	2462.931367
1802	1749.908648	2462.527841
1803	1749.517478	2462.052356
1804	1749.417141	2461.871412
1805	1749.071114	2461.441243
1806	1748.831667	2460.986561
1807	1748.695954	2460.759984
1808	1748.619128	2460.591697
1809	1747.912849	2459.900965
1810	1747.532718	2459.358933
1811	1747.240719	2459.012455
1812	1747.083802	2458.816638
1813	1746.862868	2458.562121
1814	1746.778873	2458.380787
1815	1746.571806	2458.144575
1816	1746.129811	2457.679365
1817	1745.896576	2457.346493
1818	1745.583751	2456.990143
1819	1745.52201	2456.868331
1820	1745.395188	2456.672217
1821	1745.272164	2456.488945
1822	1744.996561	2456.165221
1823	1744.604025	2455.66352
1824	1744.45776	2455.53426
1825	1744.260776	2455.21931
1826	1744.060246	2454.920013
1827	1743.897622	2454.724359
1828	1743.256638	2453.967997
1829	1743.150193	2453.786326
1830	1742.967944	2453.579366
1831	1742.810061	2453.371877
1832	1742.719565	2453.17183
1833	1742.630665	2453.024764
1834	1742.303995	2452.635496
1835	1741.895157	2452.088465
1836	1741.722899	2451.788739
1837	1741.319284	2451.195716
1838	1741.180461	2451.023465
1839	1740.92321	2450.550045
1840	1740.802674	2450.229204
1841	1740.687695	2450.019672
1842	1740.309921	2449.68528
1843	1740.029844	2449.340012
1844	1739.928461	2449.196451
1845	1739.460847	2448.754007
1846	1739.370761	2448.656502
1847	1739.267757	2448.523878
1848	1738.985475	2448.146681
1849	1738.827477	2447.895436
1850	1738.595646	2447.579505
1851	1738.480997	2447.474843
1852	1738.324426	2447.29171
1853	1738.024133	2446.804253
1854	1737.682387	2446.388611
1855	1737.192395	2445.853655
1856	1736.918851	2445.394701
1857	1736.82344	2445.212548
1858	1736.579311	2444.893302
1859	1736.14995	2444.429553
1860	1736.070516	2444.186655
1861	1735.839392	2443.74464
1862	1735.269211	2442.955567
1863	1735.142308	2442.758876
1864	1734.753807	2442.238583
1865	1734.519916	2441.913075
1866	1734.26067	2441.578993
1867	1733.93181	2441.131856
1868	1733.711721	2440.750526
1869	1733.460918	2440.225944
1870	1733.312274	2439.940011
1871	1732.851902	2439.088701
1872	1732.755353	2438.886252
1873	1732.340271	2438.283671
1874	1732.135766	2438.018431
1875	1732.052907	2437.881514
1876	1731.888811	2437.620682
1877	1731.627908	2437.29097
1878	1731.536039	2437.158115
1879	1730.944798	2436.249714
1880	1730.568689	2435.662868
1881	1730.336927	2435.259356
1882	1730.167805	2435.058163
1883	1730.14786	2435.017156
1884	1730.028843	2434.896101
1885	1729.79466	2434.600719
1886	1729.542683	2434.026873
1887	1729.14705	2433.499864
1888	1728.83193	2433.144379
1889	1728.766962	2433.013856
1890	1728.52361	2432.538353
1891	1728.308163	2432.165617
1892	1728.055256	2431.858433
1893	1727.47716	2431.221103
1894	1727.353056	2430.939845
1895	1727.287082	2430.835955
1896	1726.972873	2430.316184
1897	1726.676333	2429.895337
1898	1726.391049	2429.41167
1899	1725.945938	2428.724795
1900	1725.626092	2428.235255
1901	1725.395027	2427.874841
1902	1725.352931	2427.75815
1903	1725.082665	2427.309715
1904	1724.756714	2426.731545
1905	1724.449756	2426.320884
1906	1724.141913	2425.868093
1907	1724.083603	2425.754735
1908	1723.958992	2425.625342
1909	1723.657978	2425.21621
1910	1723.247056	2424.491997
1911	1723.030209	2424.198986
1912	1722.843608	2423.927671
1913	1722.607376	2423.455789
1914	1722.584954	2423.406721
1915	1722.01131	2422.613524
1916	1721.929331	2422.426186
1917	1721.831673	2422.237377
1918	1721.660191	2421.971841
1919	1721.570344	2421.830156
1920	1721.17406	2421.39091
1921	1720.974013	2421.095374
1922	1720.908085	2420.97623
1923	1720.761234	2420.82642
1924	1720.674751	2420.664551
1925	1720.426351	2420.287596
1926	1720.049829	2419.554451
1927	1719.716492	2419.181995
1928	1719.245941	2418.675019
1929	1718.992699	2418.338963
